297 94.3 d
844 91.9 q
837 46.0 Z
14 34.1 P
444 17.8 b
989 97.0 1
138 91.4 s
821 96.3 d
911 30.8 u
667 96.7 s
769 94.6 #
794 55.9 n
461 79.7 I
805 99.5 #
517 23.8 r
701 97.8 .
602 92.9 '
706 36.5 j
983 98.7 #
670 95.6 c
274 93.0 e
289 38.5 J
788 50.5 G
117 95.7 r
48 22.6 W
220 87.2 c
428 23.6 p
199 5.3 z
445 95.4 #
635 16.3 m
940 93.5 e
904 96.7 d
756 99.6 m
211 27.1 l
691 93.8 c
825 94.2 s
191 39.2 i
454 90.2 !
636 35.9 G
944 89.0 v
562 40.3 n
322 98.7 e
123 92.1 a
613 94.8 t
286 93.0 #
885 62.8 c
861 80.4 m
966 91.7 ,
314 100.0 #
246 97.0 n
725 15.8 P
363 35.5 D
206 92.9 s
931 6.2 u
625 55.3 O
610 91.5 i
841 93.6 #
630 10.0 O
405 97.3 e
795 35.7 r
503 93.7 o
780 99.0 t
747 80.0 A
799 37.1 h
125 45.4 h
842 93.6 a
401 95.4 #
32 35.8 V
688 92.8 s
612 72.0 H
133 91.6 a
331 98.1 s
466 78.2 d
499 94.2 p
90 30.5 g
580 6.7 m
779 94.0 n
603 56.9 d
976 82.1 z
699 90.6 t
338 90.7 v
446 38.5 T
361 90.5 r
313 97.1 a
11 96.5 e
112 91.3 #
3 13.6 P
895 99.9 a
305 98.9 ,
440 40.6 d
486 10.4 c
157 44.7 O
100 97.0 r
900 72.6 C
221 15.5 w
535 94.9 o
924 40.8 S
18 93.8 #
229 92.5 ?
200 5.4 J
730 99.6 n
134 39.3 h
374 97.9 e
619 96.4 o
47 4.3 n
296 96.5 #
819 5.1 l
194 62.0 D
175 91.2 i
114 1.5 D
399 99.3 h
17 99.6 o
925 28.7 F
800 95.9 e
922 97.1 .
207 79.9 Q
894 29.9 q
145 78.9 R
646 94.1 l
222 96.8 t
693 9.5 T
525 22.0 v
417 97.4 s
228 99.6 ?
622 31.8 G
984 99.4 1
0 40.2 T
254 58.7 V
774 12.6 a
236 32.7 D
896 90.7 #
300 99.0 u
349 76.3 B
128 70.4 d
259 98.8 d
599 43.0 U
30 24.2 J
745 96.8 r
552 99.6 p
654 5.7 U
999 99.9 ?
857 19.3 o
956 52.6 c
78 2.7 l
501 54.5 S
464 34.9 T
574 94.9 #
705 93.7 I
452 96.6 r
386 62.6 R
459 82.5 J
336 41.9 Z
918 19.6 P
438 49.8 F
690 37.2 y
721 81.8 X
858 92.3 t
366 6.2 r
283 91.4 '
919 92.9 i
477 91.9 #
554 14.8 T
507 92.8 o
149 91.0 a
889 35.2 R
697 42.1 x
539 84.1 f
239 95.7 i
832 30.5 G
678 93.0 v
929 65.0 V
660 90.8 c
216 88.8 C
60 91.2 n
736 30.2 A
370 64.6 d
430 5.8 t
6 11.7 t
472 92.7 e
565 44.0 c
884 99.7 a
201 96.7 r
848 73.6 D
353 91.7 s
33 90.7 c
167 92.8 a
448 47.0 G
621 93.7 v
354 95.2 p
84 96.1 m
867 8.9 q
7 97.2 e
762 25.8 Y
942 99.9 A
161 82.1 N
37 33.2 J
249 8.6 i
450 92.2 u
567 75.1 Q
751 91.3 c
716 90.4 #
173 34.6 M
675 91.3 '
818 98.2 n
582 99.6 #
600 98.7 h
153 99.8 c
457 66.8 L
703 97.8 ?
741 13.2 e
589 99.5 e
158 99.8 e
633 98.6 r
852 98.7 p
531 40.8 T
266 95.0 #
783 39.9 a
520 91.3 p
471 67.6 m
737 94.3 i
729 32.0 t
136 96.6 o
436 14.4 X
807 18.8 P
342 87.2 J
711 92.7 #
742 22.9 C
831 32.7 T
68 94.1 a
441 13.6 P
277 92.9 a
752 29.0 D
792 44.3 q
680 92.6 '
290 46.5 a
23 24.5 x
892 64.0 E
215 90.0 i
893 94.9 i
777 94.6 '
708 95.9 o
230 54.0 Q
677 56.7 a
682 81.4 Z
483 99.5 a
80 0.7 l
494 95.2 h
938 92.3 t
476 98.0 '
119 99.9 u
475 33.5 u
20 48.7 m
323 91.6 l
299 52.5 x
569 95.9 a
713 65.6 M
696 97.9 r
787 96.4 ?
485 96.9 m
233 21.2 L
801 72.2 d
282 13.1 Y
451 31.1 j
16 98.9 z
285 21.5 c
287 95.7 c
67 95.2 r
512 98.6 e
676 90.6 #
237 40.6 G
784 97.0 a
279 62.1 C
253 52.6 W
250 98.1 o
749 92.8 #
355 24.1 H
371 90.2 #
890 27.7 X
21 97.9 d
908 14.4 N
31 40.5 t
166 90.4 l
570 38.0 P
578 98.8 e
62 91.4 s
597 22.3 o
581 93.4 l
127 96.5 s
596 21.6 M
359 30.7 g
369 58.2 D
309 99.2 t
996 83.5 K
490 97.3 a
111 92.1 i
618 79.9 B
967 94.5 #
926 28.2 e
514 48.9 s
235 95.8 A
141 20.3 i
961 92.7 f
880 12.5 t
284 5.6 A
164 73.9 I
824 90.6 #
521 33.1 q
469 96.3 t
828 92.6 o
77 25.2 U
540 88.3 l
393 77.2 f
979 74.2 v
262 56.7 E
997 20.3 N
617 31.3 n
240 92.2 #
172 15.6 K
324 96.2 v
642 46.9 B
372 47.8 p
585 92.3 b
977 43.8 j
611 99.8 #
12 53.8 f
186 92.7 #
256 88.9 l
470 98.7 '
491 92.5 #
106 57.6 H
85 82.1 P
202 80.8 b
15 79.7 z
474 44.6 A
932 78.2 Z
118 94.4 #
731 96.5 #
380 99.3 o
921 9.9 u
502 7.2 F
776 39.3 Z
753 28.2 k
327 91.2 a
935 83.6 X
958 90.6 #
820 91.6 #
367 73.2 v
870 73.0 y
733 90.4 r
197 93.2 e
83 96.2 ?
649 91.3 a
435 90.2 a
310 83.3 i
187 95.2 v
810 81.8 b
849 91.0 l
945 17.6 y
855 68.8 d
806 95.8 p
344 98.7 i
564 92.8 t
294 95.7 s
674 92.7 i
847 99.3 e
572 72.8 b
150 11.9 i
684 94.6 h
382 97.0 r
144 55.5 U
593 86.9 g
515 82.8 q
260 31.3 f
319 58.5 j
871 92.2 l
744 95.4 i
500 15.9 h
886 99.9 c
75 48.4 k
815 15.6 f
712 93.7 n
368 92.0 a
295 96.5 a
460 2.6 T
546 60.1 r
605 98.5 i
639 66.3 O
586 50.6 m
995 99.7 2
910 16.0 q
420 94.9 i
816 10.3 Z
139 61.8 Q
620 68.5 B
523 97.2 i
34 22.1 k
719 90.8 o
834 90.3 n
376 92.2 #
101 61.9 G
781 43.3 s
462 93.8 T
594 83.0 C
577 13.9 a
234 45.8 L
833 67.4 m
431 97.0 n
506 64.0 x
669 94.2 #
429 5.9 V
672 98.6 h
986 1.1 X
629 77.8 I
61 96.4 o
923 94.1 ?
209 91.8 m
35 45.0 M
227 5.6 a
46 76.7 X
456 97.6 ?
526 95.7 '
92 99.4 #
912 42.7 Y
859 96.1 o
147 55.1 R
524 94.0 u
50 98.7 n
72 94.6 i
25 52.7 u
36 27.6 F
373 9.8 X
897 97.8 a
802 31.0 K
968 93.0 I
980 99.4 v
447 99.0 p
934 15.7 X
267 86.9 C
103 90.6 o
223 92.7 a
362 56.9 V
497 0.3 Y
168 81.9 R
822 87.3 k
972 92.4 #
345 99.8 a
63 99.4 t
146 93.7 u
533 29.9 Q
949 99.9 h
152 91.0 ?
427 93.1 i
587 21.9 S
357 35.6 b
49 39.7 a
615 63.1 X
42 98.3 m
407 1.7 L
946 47.6 k
55 65.9 G
653 90.1 r
43 29.7 u
835 28.0 U
511 26.7 H
280 94.3 e
522 0.1 L
311 87.5 e
686 97.0 #
860 90.3 ?
626 25.7 d
641 97.7 d
874 92.5 a
948 93.0 g
255 35.4 G
538 97.7 e
99 94.4 t
773 65.5 p
217 32.2 a
963 93.7 r
914 94.2 n
335 5.2 P
551 95.8 #
261 64.2 V
328 98.5 #
365 54.7 F
66 30.4 F
692 15.4 O
863 94.3 h
527 28.3 g
718 0.5 b
225 97.4 .
140 8.1 t
947 99.0 i
5 37.2 J
58 55.4 x
423 8.9 H
583 37.8 b
91 55.4 d
928 42.9 e
95 18.7 r
604 36.3 D
782 96.9 r
758 31.8 O
392 96.2 ,
131 92.4 v
278 96.2 #
96 93.6 i
994 45.8 o
185 80.8 L
656 83.0 i
208 59.9 w
169 91.2 #
196 99.3 #
702 65.3 M
838 99.6 o
817 80.1 o
709 45.9 K
19 86.1 j
126 29.7 a
843 90.2 #
292 85.3 U
54 31.0 s
189 90.9 i
505 94.6 c
247 93.0 t
64 63.2 B
395 95.8 ?
115 93.2 p
265 97.3 r
513 91.2 '
155 87.3 O
113 85.7 z
79 63.2 N
750 47.4 Q
826 8.6 g
102 59.8 i
82 47.2 p
798 94.6 '
151 98.4 ,
992 65.6 z
614 95.0 r
326 51.7 G
878 91.2 e
544 70.5 O
920 55.4 x
321 8.7 B
348 90.1 e
510 45.2 g
879 72.4 I
846 94.0 u
689 63.6 I
122 91.0 n
45 97.8 i
214 98.3 r
560 26.2 k
193 6.8 i
482 24.7 x
38 90.9 a
679 72.3 L
836 58.5 W
953 25.8 l
724 93.1 b
650 90.5 l
298 9.5 U
52 99.8 #
796 98.0 n
797 99.6 t
601 3.6 h
377 36.1 L
360 63.5 V
808 5.3 P
339 40.7 c
504 78.5 b
315 91.5 s
159 96.0 '
293 10.4 T
318 61.0 b
652 97.3 t
717 98.0 s
905 19.4 R
763 51.4 U
558 90.2 t
767 70.8 d
190 58.8 W
987 97.5 -
710 79.1 M
845 49.4 P
184 39.7 j
351 97.3 a
640 99.1 #
915 76.0 D
637 99.7 o
850 99.5 #
130 94.7 l
765 69.3 v
695 91.8 o
957 96.9 ,
811 10.7 s
110 52.4 I
534 78.4 o
868 42.3 n
479 23.2 d
203 65.8 G
665 53.9 D
170 3.2 c
29 99.3 #
271 79.2 y
726 95.8 e
516 46.3 d
397 92.4 c
334 76.5 K
411 94.0 #
394 2.6 W
950 92.5 i
40 90.2 m
174 84.7 e
4 95.5 N
204 91.3 a
408 46.1 J
434 91.8 v
165 86.2 G
219 33.7 K
959 97.3 I
301 93.7 r
272 96.1 l
88 96.2 i
65 18.2 T
720 61.8 p
813 98.2 i
606 33.6 P
839 43.2 N
866 90.7 e
231 42.5 l
901 92.4 b
268 99.6 q
888 91.6 #
481 60.7 i
543 97.5 ;
561 96.7 a
964 97.5 n
205 97.2 #
898 64.8 p
387 56.5 g
492 92.1 c
383 65.6 i
404 95.9 n
358 59.8 C
804 94.6 a
347 37.7 y
608 90.1 #
121 72.4 l
658 19.2 X
590 99.4 n
595 34.9 L
623 91.4 a
243 94.5 u
700 97.0 e
909 25.9 W
89 2.2 c
109 96.7 a
644 43.4 G
760 65.1 q
26 79.8 P
177 94.1 i
823 94.0 i
519 95.2 #
210 47.1 P
662 71.5 r
120 62.0 G
869 92.5 #
93 24.8 X
754 93.9 o
496 86.4 T
341 94.5 g
707 33.2 v
971 71.7 z
785 93.3 i
2 26.1 f
978 77.8 k
421 92.3 e
840 80.2 Y
108 96.7 v
814 99.1 e
988 28.7 p
97 10.3 M
171 93.0 d
412 92.1 p
952 99.5 r
939 45.1 w
343 97.2 g
573 90.6 r
270 94.2 a
416 99.4 n
739 85.7 Y
176 93.2 r
364 38.4 p
329 21.5 I
350 93.6 #
415 19.8 i
740 95.1 d
73 78.3 q
584 9.6 G
337 10.3 g
241 99.5 q
160 97.4 #
312 35.6 S
273 90.2 #
856 93.3 n
378 28.6 q
389 9.2 W
468 87.9 P
154 94.7 h
891 96.4 v
192 95.8 a
772 98.8 v
437 90.7 #
473 32.4 Y
51 9.3 y
998 60.3 T
930 98.3 D
87 36.1 k
288 95.9 o
308 91.0 s
631 92.2 d
143 92.0 c
965 92.4 o
903 92.5 n
872 26.5 o
449 99.9 a
56 60.6 A
381 2.7 G
632 91.0 i
432 76.2 Y
142 36.5 Z
827 76.8 C
414 33.2 G
955 27.1 I
555 82.1 B
778 97.2 i
181 95.7 a
598 96.3 c
178 90.6 t
498 92.1 #
951 91.1 e
340 97.0 a
993 8.7 b
484 46.7 l
645 90.8 #
714 92.0 o
28 49.1 a
198 3.5 M
541 33.5 d
81 33.2 M
